2.288000000000000103e-02;2.240000000000000324e-02;2.144000000000000419e-02;2.191999999999999851e-02;2.143999999999999725e-02;2.224000000000000282e-02;2.176000000000000156e-02;2.176000000000000156e-02;2.176000000000000156e-02;2.208000000000000240e-02;2.111999999999999988e-02;2.144000000000000419e-02;2.176000000000000156e-02;2.160000000000000114e-02;2.160000000000000114e-02;2.144000000000000419e-02;2.095999999999999946e-02;2.207999999999999893e-02;2.111999999999999988e-02;2.192000000000000198e-02;2.176000000000000156e-02;2.176000000000000156e-02;2.128000000000000377e-02;2.192000000000000198e-02;2.192000000000000198e-02;2.207999999999999893e-02;2.176000000000000156e-02;2.175999999999999809e-02;2.192000000000000198e-02;2.144000000000000072e-02;2.175999999999999809e-02;2.176000000000000156e-02;2.207999999999999893e-02;2.207999999999999893e-02;2.144000000000000419e-02;2.224000000000000282e-02;2.143999999999999725e-02;2.176000000000000156e-02;2.207999999999999893e-02;2.192000000000000545e-02;2.288000000000000103e-02;2.272000000000000061e-02;2.160000000000000114e-02;2.207999999999999893e-02;2.144000000000000072e-02;2.192000000000000198e-02;2.095999999999999946e-02;2.207999999999999893e-02;2.144000000000000419e-02;2.175999999999999809e-02
5.503999999999999865e-02;7.792000000000001703e-02;4.495999999999999996e-02;4.240000000000000019e-02;4.207999999999999935e-02;4.063999999999999557e-02;4.320000000000000229e-02;4.144000000000000461e-02;4.191999999999999893e-02;4.256000000000000061e-02;4.272000000000000103e-02;3.984000000000000041e-02;4.096000000000000335e-02;3.904000000000000525e-02;4.063999999999999557e-02;4.143999999999999767e-02;4.191999999999999893e-02;4.080000000000000293e-02;4.016000000000000819e-02;4.016000000000000819e-02;4.000000000000000083e-02;4.143999999999999767e-02;4.191999999999999893e-02;4.144000000000000461e-02;4.304000000000000187e-02;4.448000000000000564e-02;4.159999999999999809e-02;4.080000000000000293e-02;4.144000000000000461e-02;3.904000000000000525e-02;4.096000000000000335e-02;4.191999999999999893e-02;4.352000000000000313e-02;3.952000000000000651e-02;3.952000000000000651e-02;4.096000000000001029e-02;4.127999999999999725e-02;4.112000000000000377e-02;4.159999999999999809e-02;4.272000000000000103e-02;3.760000000000000148e-02;4.096000000000000335e-02;4.096000000000000335e-02;4.288000000000000145e-02;4.096000000000001029e-02;4.112000000000000377e-02;4.048000000000000209e-02;4.176000000000000545e-02;4.207999999999999935e-02;4.288000000000000145e-02
8.111999999999999766e-02;1.118399999999999811e-01;1.478400000000000269e-01;1.927999999999999992e-01;6.928000000000000824e-02;6.400000000000000133e-02;6.352000000000000701e-02;6.240000000000001101e-02;6.416000000000000869e-02;6.368000000000000049e-02;6.176000000000000240e-02;6.128000000000000114e-02;5.856000000000000094e-02;6.255999999999999062e-02;6.240000000000001101e-02;6.400000000000000133e-02;5.984000000000000430e-02;6.016000000000000514e-02;6.064000000000000640e-02;6.224000000000000365e-02;5.936000000000000304e-02;6.128000000000000114e-02;6.335999999999999965e-02;6.304000000000001269e-02;6.271999999999999797e-02;6.448000000000000953e-02;6.000000000000001166e-02;6.064000000000000640e-02;6.144000000000000850e-02;6.096000000000000030e-02;5.936000000000000304e-02;6.224000000000000365e-02;6.192000000000000975e-02;6.064000000000000640e-02;5.872000000000000830e-02;6.624000000000000721e-02;6.032000000000000556e-02;6.047999999999999904e-02;5.999999999999999778e-02;6.016000000000000514e-02;6.096000000000000030e-02;6.255999999999999062e-02;6.031999999999999862e-02;5.856000000000000094e-02;6.560000000000000553e-02;5.856000000000000094e-02;6.288000000000000533e-02;5.904000000000000220e-02;6.079999999999999988e-02;6.144000000000000850e-02
1.102400000000000047e-01;1.272000000000000075e-01;1.577600000000000113e-01;1.980800000000000061e-01;2.702400000000000357e-01;3.238400000000000167e-01;1.566400000000000292e-01;9.456000000000000516e-02;9.024000000000000077e-02;8.911999999999999089e-02;8.272000000000000186e-02;8.480000000000000038e-02;8.480000000000001426e-02;8.415999999999998482e-02;8.576000000000000290e-02;8.400000000000000522e-02;7.968000000000000083e-02;8.048000000000002374e-02;7.935999999999999999e-02;7.855999999999999095e-02;8.208000000000001406e-02;7.920000000000000651e-02;8.384000000000001174e-02;8.160000000000000586e-02;8.240000000000000102e-02;8.032000000000001638e-02;8.000000000000000167e-02;8.480000000000000038e-02;8.128000000000000502e-02;8.224000000000000754e-02;7.903999999999999915e-02;8.047999999999999599e-02;8.592000000000001025e-02;7.968000000000000083e-02;8.143999999999999850e-02;8.224000000000002142e-02;8.160000000000000586e-02;7.968000000000000083e-02;7.743999999999999495e-02;8.127999999999999114e-02;8.047999999999999599e-02;8.000000000000000167e-02;8.463999999999999302e-02;8.064000000000001722e-02;7.615999999999999159e-02;7.776000000000000967e-02;7.599999999999999811e-02;7.903999999999999915e-02;8.111999999999999766e-02;8.064000000000000334e-02
1.396799999999999986e-01;1.430400000000000005e-01;1.593600000000000017e-01;1.799999999999999933e-01;2.526399999999999757e-01;3.227200000000000069e-01;4.392000000000000348e-01;5.023999999999999577e-01;5.652799999999998937e-01;1.680000000000000104e-01;1.207999999999999907e-01;1.169599999999999945e-01;1.032000000000000001e-01;1.076799999999999979e-01;1.057600000000000068e-01;1.044800000000000173e-01;1.019200000000000106e-01;1.051200000000000190e-01;1.036799999999999944e-01;1.027200000000000057e-01;9.968000000000000471e-02;1.067199999999999954e-01;1.062400000000000289e-01;1.017599999999999894e-01;1.022399999999999975e-01;1.017600000000000032e-01;1.019199999999999828e-01;9.712000000000001187e-02;9.663999999999998980e-02;1.001599999999999852e-01;9.840000000000001523e-02;1.006399999999999934e-01;9.856000000000000871e-02;1.012800000000000089e-01;1.048000000000000043e-01;9.808000000000001439e-02;1.019199999999999828e-01;1.022399999999999975e-01;1.017600000000000032e-01;1.009600000000000081e-01;1.020800000000000179e-01;9.552000000000000768e-02;1.000000000000000056e-01;9.584000000000000852e-02;9.824000000000000787e-02;1.003200000000000064e-01;1.004800000000000137e-01;1.052799999999999986e-01;1.025600000000000123e-01;1.027200000000000057e-01
1.550400000000000111e-01;1.572800000000000309e-01;1.764799999999999980e-01;2.036799999999999999e-01;2.864000000000000434e-01;2.475200000000000178e-01;3.473600000000000021e-01;3.384000000000000341e-01;4.788800000000000279e-01;5.937599999999999545e-01;7.641599999999999504e-01;9.089600000000001012e-01;7.350400000000000267e-01;1.582399999999999918e-01;1.454400000000000137e-01;1.238399999999999918e-01;1.273599999999999732e-01;1.246400000000000147e-01;1.241600000000000065e-01;1.284799999999999831e-01;1.220800000000000080e-01;1.212800000000000128e-01;1.315199999999999980e-01;1.251200000000000090e-01;1.239999999999999991e-01;1.232000000000000040e-01;1.214400000000000202e-01;1.230399999999999966e-01;1.190400000000000069e-01;1.222400000000000153e-01;1.236800000000000122e-01;1.230399999999999966e-01;1.238399999999999918e-01;1.238400000000000195e-01;1.207999999999999907e-01;1.240000000000000269e-01;1.206400000000000111e-01;1.204800000000000038e-01;1.176000000000000101e-01;1.159999999999999920e-01;1.268799999999999928e-01;1.196800000000000086e-01;1.223999999999999949e-01;1.236799999999999844e-01;1.240000000000000269e-01;1.193599999999999939e-01;1.201600000000000029e-01;1.201600000000000029e-01;1.230400000000000105e-01;1.206399999999999972e-01
1.987200000000000077e-01;1.711999999999999911e-01;1.854399999999999937e-01;1.920000000000000040e-01;2.279999999999999805e-01;2.726399999999999935e-01;2.740799999999999903e-01;3.300799999999999845e-01;4.208000000000000074e-01;4.647999999999999909e-01;5.491200000000000525e-01;7.112000000000001654e-01;9.004799999999999471e-01;9.001599999999999602e-01;9.801600000000000312e-01;9.036799999999999278e-01;1.529600000000000404e-01;1.521600000000000175e-01;1.526399999999999701e-01;1.518400000000000305e-01;1.438400000000000234e-01;1.486400000000000221e-01;1.420799999999999841e-01;1.462400000000000089e-01;1.476800000000000057e-01;1.425600000000000200e-01;1.475200000000000122e-01;1.476800000000000057e-01;1.443200000000000038e-01;1.456000000000000072e-01;1.396799999999999986e-01;1.371199999999999919e-01;1.395200000000000051e-01;1.428800000000000070e-01;1.395200000000000329e-01;1.403200000000000003e-01;1.368000000000000327e-01;1.432000000000000217e-01;1.398400000000000198e-01;1.391999999999999904e-01;1.396800000000000264e-01;1.401600000000000068e-01;1.457600000000000284e-01;1.407999999999999807e-01;1.427200000000000135e-01;1.412800000000000167e-01;1.407999999999999807e-01;1.390399999999999969e-01;1.419199999999999906e-01;1.449600000000000055e-01
2.092799999999999938e-01;2.078400000000000247e-01;2.123200000000000087e-01;2.292800000000000116e-01;2.462400000000000144e-01;2.454400000000000193e-01;2.940800000000000081e-01;3.275200000000000333e-01;3.611199999999999966e-01;3.811200000000000143e-01;5.630400000000000960e-01;5.348800000000000221e-01;7.876800000000001578e-01;8.572800000000000420e-01;9.611199999999999743e-01;9.913600000000000190e-01;9.791999999999999593e-01;9.708799999999999653e-01;9.590400000000001146e-01;7.817600000000000104e-01;1.806399999999999950e-01;1.614400000000000002e-01;1.684799999999999909e-01;1.697599999999999942e-01;1.680000000000000104e-01;1.724799999999999944e-01;1.649599999999999955e-01;1.680000000000000104e-01;1.659200000000000119e-01;1.655999999999999972e-01;1.577599999999999836e-01;1.625600000000000100e-01;1.672000000000000153e-01;1.627200000000000035e-01;1.652800000000000102e-01;1.659200000000000119e-01;1.601599999999999968e-01;1.593600000000000017e-01;1.607999999999999985e-01;1.633600000000000052e-01;1.686399999999999844e-01;1.644800000000000151e-01;1.631999999999999840e-01;1.624000000000000166e-01;1.606400000000000050e-01;1.632000000000000117e-01;1.604800000000000115e-01;1.662399999999999989e-01;1.592000000000000082e-01;1.655999999999999972e-01
2.329600000000000004e-01;2.328000000000000347e-01;2.395200000000000107e-01;2.300800000000000067e-01;2.820799999999999974e-01;2.448000000000000453e-01;3.118400000000000061e-01;3.510399999999999632e-01;3.558399999999999896e-01;3.678400000000000558e-01;4.412800000000000611e-01;5.100799999999999779e-01;5.262400000000000411e-01;6.286400000000000876e-01;6.260799999999999699e-01;8.545599999999999863e-01;8.676800000000000068e-01;9.902400000000000091e-01;9.900800000000000711e-01;9.524800000000001043e-01;9.707200000000000273e-01;9.273599999999999621e-01;5.904000000000000359e-01;1.892800000000000038e-01;2.020799999999999819e-01;1.923199999999999910e-01;1.888000000000000234e-01;1.831999999999999740e-01;1.870400000000000118e-01;1.945600000000000107e-01;1.806399999999999950e-01;1.796800000000000064e-01;1.868800000000000183e-01;1.897599999999999842e-01;1.859200000000000297e-01;1.787200000000000177e-01;1.835200000000000164e-01;1.814399999999999902e-01;1.780800000000000161e-01;1.771199999999999997e-01;1.814399999999999902e-01;1.854400000000000215e-01;1.881600000000000217e-01;1.833600000000000230e-01;1.820800000000000196e-01;1.860799999999999677e-01;1.790400000000000047e-01;1.889599999999999891e-01;1.830400000000000083e-01;1.801600000000000423e-01
2.496000000000000441e-01;2.385600000000000220e-01;2.521600000000000508e-01;2.481600000000000195e-01;2.671999999999999931e-01;2.686400000000000454e-01;2.977600000000000802e-01;3.422399999999999887e-01;3.595200000000000062e-01;3.807999999999999718e-01;4.633600000000000496e-01;4.475200000000000289e-01;5.915200000000000458e-01;5.200000000000000178e-01;5.134400000000000075e-01;5.083200000000001051e-01;8.689600000000000657e-01;9.836799999999999988e-01;9.606400000000000494e-01;9.972799999999999443e-01;9.902400000000000091e-01;9.796800000000001063e-01;9.848000000000001197e-01;9.534399999999999542e-01;8.732800000000000562e-01;8.104000000000001203e-01;2.888000000000000567e-01;2.129599999999999826e-01;2.201599999999999946e-01;2.096000000000000085e-01;2.216000000000000192e-01;2.040000000000000147e-01;2.105600000000000249e-01;2.105599999999999972e-01;2.017599999999999949e-01;2.043200000000000016e-01;2.105600000000000249e-01;2.089599999999999791e-01;2.064000000000000001e-01;2.019200000000000161e-01;2.089599999999999791e-01;2.056000000000000050e-01;1.972800000000000109e-01;2.003199999999999981e-01;2.104000000000000037e-01;2.049599999999999755e-01;2.043200000000000016e-01;2.009600000000000275e-01;2.011200000000000487e-01;2.000000000000000111e-01
