2.582952139244929501e+00;2.394407707474288660e+00;2.203961983558983651e+00;2.026951930163413351e+00;1.868895832973984650e+00;1.731042010140008136e+00;1.611924535139788839e+00;1.508075700176584100e+00;1.418370750247754941e+00;1.340203998978800826e+00;1.273550677403823661e+00;1.217246848987220131e+00;1.169453429732253857e+00;1.131357437541536504e+00;1.098468682890600956e+00;1.073364024675897088e+00;1.053697858437524726e+00;1.039060035140412674e+00;1.027344279925913817e+00;1.019333101003406794e+00
2.690355470427285844e+00;2.484280369192430893e+00;2.275849097192031767e+00;2.083135532051680450e+00;1.912541913410075844e+00;1.764162334315947600e+00;1.637032493433356439e+00;1.527462390405480708e+00;1.432755272404423907e+00;1.351651286405872732e+00;1.282425385101123805e+00;1.224663162942796868e+00;1.174592144554652329e+00;1.134567656075251785e+00;1.101399215899425688e+00;1.075765578817301948e+00;1.055343452188147735e+00;1.040131210943043172e+00;1.028509095618548974e+00;1.019852703896603874e+00
2.805422905903442121e+00;2.580676728484756044e+00;2.353943095355395254e+00;2.144919771361736949e+00;1.960760115044667629e+00;1.801771336182106165e+00;1.665406138703240391e+00;1.549269173598484706e+00;1.449628632664939465e+00;1.364799063666845447e+00;1.292595399827455749e+00;1.231488123050121120e+00;1.180676291990616633e+00;1.138662694714696277e+00;1.104782657271752067e+00;1.077813620800638139e+00;1.057016558532251960e+00;1.041252293143792862e+00;1.028987393634800629e+00;1.020305905716656358e+00
2.924131738905598965e+00;2.681738709656008357e+00;2.437842766399105354e+00;2.212156157991972627e+00;2.013588281658141632e+00;1.842769151608526945e+00;1.697524093475687446e+00;1.573994901616833086e+00;1.468924872428493345e+00;1.379452279811330673e+00;1.303868447368927264e+00;1.240193071544959613e+00;1.187273514079020265e+00;1.143775806410597395e+00;1.108489460738142141e+00;1.080681044834294946e+00;1.059008005368940797e+00;1.042361583170541950e+00;1.029929103041636207e+00;1.020970410410775964e+00
3.045592725814980195e+00;2.786024336250608080e+00;2.524743833591195141e+00;2.283254584511980934e+00;2.070369865906592555e+00;1.887643487738005943e+00;1.732589167167393640e+00;1.601047668344945496e+00;1.489873788896014073e+00;1.395833538596441104e+00;1.316621412795882629e+00;1.249874805511828280e+00;1.194761092827048010e+00;1.149186420962000410e+00;1.113043480101880256e+00;1.083816985680147171e+00;1.061226731102576482e+00;1.044059277607834790e+00;1.031085395961394591e+00;1.021734852549579742e+00
3.166832838612187118e+00;2.891315130458072424e+00;2.614682700974551022e+00;2.357628280061516257e+00;2.130769682499594087e+00;1.935859064686802355e+00;1.770615331127680658e+00;1.630902102579505186e+00;1.513334119158681101e+00;1.414268352025606745e+00;1.330606757777873295e+00;1.260593206684922807e+00;1.202840653399740001e+00;1.155679399175729261e+00;1.117341211902331821e+00;1.087389519950243244e+00;1.064010160644128566e+00;1.045787909569711349e+00;1.032405258496360334e+00;1.022457514660088052e+00
3.287508735447365993e+00;2.998670613542129271e+00;2.705310834202368397e+00;2.434182975575336361e+00;2.192956445304429014e+00;1.986879571832700586e+00;1.811175117632108478e+00;1.663224831506330714e+00;1.538550682610878795e+00;1.433515164237326944e+00;1.345676990757734837e+00;1.272412744973330012e+00;1.211894793696940642e+00;1.162245674624457159e+00;1.123055600464707426e+00;1.090849209949916077e+00;1.066699981320217150e+00;1.047763856182075681e+00;1.033944679408345113e+00;1.023412809911808274e+00
3.400512420550852344e+00;3.097731138138625884e+00;2.795033440152679294e+00;2.511185190822035729e+00;2.258080889026312654e+00;2.039848293966518344e+00;1.854348557755918003e+00;1.697471027360105023e+00;1.565850535528021670e+00;1.455087092812670901e+00;1.363151579682325254e+00;1.285303284930289669e+00;1.221567736592226394e+00;1.169600656351236001e+00;1.127925978856978206e+00;1.095403717113196507e+00;1.070225458625273074e+00;1.049807544761757860e+00;1.035180343290282856e+00;1.024454337328954079e+00
3.510801440042457422e+00;3.201412885937869213e+00;2.883097316471250782e+00;2.588002756254832004e+00;2.323519589920869599e+00;2.094526066451285917e+00;1.899232063708697460e+00;1.733847428908481758e+00;1.594689627686803002e+00;1.477829835233433808e+00;1.380242212814319469e+00;1.298983226261360091e+00;1.232078173078216210e+00;1.177655211386869460e+00;1.134094304323314040e+00;1.099345077780607083e+00;1.072929752025669758e+00;1.052339353500569619e+00;1.037737063619305511e+00;1.025631894332252214e+00
3.615872101438521113e+00;3.294234177548832854e+00;2.969042716522132253e+00;2.663366326001586959e+00;2.389589712095370189e+00;2.150396456985378624e+00;1.945235583239347754e+00;1.771435529212903148e+00;1.624611910723292585e+00;1.501964469103921562e+00;1.399027845826135596e+00;1.313846488395351120e+00;1.243437940877738512e+00;1.186483349024769485e+00;1.140467994933584750e+00;1.104041141210620136e+00;1.076126920401677012e+00;1.054810415698349102e+00;1.038668422611002784e+00;1.026817502020543671e+00
