2.061300024006246900e+00;1.976177454659914012e+00;1.879685681960250765e+00;1.780138482681005163e+00;1.682812050197198817e+00;1.590101766528871474e+00;1.504158713038047823e+00;1.425413000079714720e+00;1.354219984180945913e+00;1.291000886062660946e+00;1.235942520746751594e+00;1.187548753795255818e+00;1.147024944496193299e+00;1.113609787067324941e+00;1.085765491664983484e+00;1.063861081382131646e+00;1.046854780259808715e+00;1.033769714614420465e+00;1.024288956000462436e+00;1.016641219225953519e+00
2.072841160833609919e+00;1.985475341895755141e+00;1.886839210312598158e+00;1.785554893634408336e+00;1.686722112374441140e+00;1.593123006680849496e+00;1.506515800503271496e+00;1.427048956980040195e+00;1.355692786785172688e+00;1.292058824891187507e+00;1.236423781038894054e+00;1.188242707650418950e+00;1.147483606957430791e+00;1.114049555931271307e+00;1.086006236607914399e+00;1.064131492271195745e+00;1.046937026439340279e+00;1.034176708539058964e+00;1.024257876454066407e+00;1.016733040884747918e+00
2.090850610878711713e+00;1.999400438600430041e+00;1.897579528118830794e+00;1.793780480037182379e+00;1.692924908452292598e+00;1.597834827524430512e+00;1.509972140363319948e+00;1.430033426229005311e+00;1.357985321547883206e+00;1.294005756825716835e+00;1.238022298399917842e+00;1.189241691292229230e+00;1.148268884489272113e+00;1.114868127220582927e+00;1.086441191941446949e+00;1.064449032645761850e+00;1.047369055536502280e+00;1.034180892075747371e+00;1.024330156550456339e+00;1.016812830436885751e+00
2.115829225721943097e+00;2.019045277375297598e+00;1.912747045211112384e+00;1.805379916688171660e+00;1.701550524386762575e+00;1.604542354318798880e+00;1.514939474367542616e+00;1.433793206465807879e+00;1.360887694926505409e+00;1.296178218577370256e+00;1.239476851962965975e+00;1.190728353004446127e+00;1.149301677573249192e+00;1.115654621810528990e+00;1.087121670703959708e+00;1.064976779695361309e+00;1.047863462441065430e+00;1.034222351706094001e+00;1.024347908885355762e+00;1.016895271860271510e+00
2.149430520151498492e+00;2.045899601894781927e+00;1.933308727327530230e+00;1.820811250605916864e+00;1.713125149309466133e+00;1.613488854741555123e+00;1.521961699503340038e+00;1.438938392604876215e+00;1.365190547365555673e+00;1.299364393776476945e+00;1.241928953013478498e+00;1.193218521883428362e+00;1.150837367354567098e+00;1.116165861458406461e+00;1.088138352371710305e+00;1.065635042224018836e+00;1.048343339108888994e+00;1.034544143646182413e+00;1.024853488156499015e+00;1.017040841896973413e+00
2.193466939585448028e+00;2.080490559532721662e+00;1.959704485853506650e+00;1.840877998510106472e+00;1.728326645787861660e+00;1.624841763538239725e+00;1.530250627427948151e+00;1.445894928547228675e+00;1.370074504733891363e+00;1.303377200368100342e+00;1.245651611964457395e+00;1.194861132146091132e+00;1.152544165112774355e+00;1.117507507598319627e+00;1.088942851095970665e+00;1.066222307229390598e+00;1.048819874352918236e+00;1.034933723316645571e+00;1.025013166418145882e+00;1.017273294157157615e+00
2.248403718462899992e+00;2.124024305387509415e+00;1.993059939983262696e+00;1.865996839236189642e+00;1.747455575873069433e+00;1.639233385285320477e+00;1.541535205105238671e+00;1.453987893034707879e+00;1.376626883899896070e+00;1.308332964947780841e+00;1.248829863304124599e+00;1.198309257715474807e+00;1.154922459784176958e+00;1.119658235729905638e+00;1.090389978535327931e+00;1.067214166640225947e+00;1.049693850308315968e+00;1.035436303994867524e+00;1.025240302589143226e+00;1.017479511997896990e+00
2.314965061306526906e+00;2.176977951593134897e+00;2.033701363274690976e+00;1.896808038169746524e+00;1.770690037525974869e+00;1.656723588598845387e+00;1.554825552612081108e+00;1.464418970176963652e+00;1.384512396242642884e+00;1.314855842259333496e+00;1.254006779507273794e+00;1.201466807444771412e+00;1.158029422589626822e+00;1.121277100941503901e+00;1.092302484412688290e+00;1.068649561624756661e+00;1.050372299675984999e+00;1.036031304659992491e+00;1.025991342647551541e+00;1.017783604685861931e+00
2.393568240254435153e+00;2.240011510228772540e+00;2.082630650973713138e+00;1.933783493623818517e+00;1.798262226912964890e+00;1.677774725076858653e+00;1.570913153139610774e+00;1.476691306233240741e+00;1.394001513791304214e+00;1.321756745175651115e+00;1.259240463235110186e+00;1.206133536015344010e+00;1.161313946744647829e+00;1.124028700282535986e+00;1.093971982275560695e+00;1.069767344441876711e+00;1.051161804490383656e+00;1.036763925274030829e+00;1.026336478733198110e+00;1.018125727271617542e+00
2.483195279172742964e+00;2.312565626055262058e+00;2.139192352145897313e+00;1.977018985221417502e+00;1.831419241707379353e+00;1.702703412727056387e+00;1.589849331772607899e+00;1.491169493419417069e+00;1.404844926824265317e+00;1.330363555230644312e+00;1.265792916513470479e+00;1.210983700721533163e+00;1.164865640345509545e+00;1.126741704464057747e+00;1.096284549154290522e+00;1.071764396842538325e+00;1.052314833839098851e+00;1.037711717985519311e+00;1.026941927794180476e+00;1.018782091924123501e+00
