2.061819601205057584e+00;1.612573327435814274e+00;1.262413064201684865e+00;1.079796757640903104e+00;1.016475891208258320e+00
2.361000524690620050e+00;1.697593046137894746e+00;1.287253350503033689e+00;1.086719456747188062e+00;1.018202542184978077e+00
3.190061827889679513e+00;1.992577108277158393e+00;1.374247790980225092e+00;1.110152989910728749e+00;1.023958701510951919e+00
3.960523030753861029e+00;2.422604645828940750e+00;1.538363731782419253e+00;1.156317355392119328e+00;1.032145521329108862e+00
4.421216177558391358e+00;2.733389301452394893e+00;1.700752672215361860e+00;1.206147002910809007e+00;1.042340624412540828e+00
